,filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
10,35_QUA CƠN MÊ - DUY PHƯƠNG _ Anh Thợ Xây Có Giọng Hát Hay Ngất Ngây,0.39121422,0.08314412,0.14666034,0.00055262924,1845.2354396461765,408252.1120496689,2159.9629406125273,134272.9490244633,3968.459336602651,1641360.7786607263,0.0730233679614938,0.0019693063740283336,-1.6926367e-06,0.0152828,-8.211195e-05,0.002054738,86.1328125,-110.556404,1397.621,107.51924,841.39746,-1.1174371,326.04144,42.259655,318.88013,3.306562,172.01602,12.187087,130.77696,3.4131827,110.60945,12.085061,89.9387,-3.121834,134.25797,9.9854965,125.23229,0.8052704,82.90065,4.968828,65.63216,-0.018171635,77.52636,-1.380672,73.381325,2.1720002,63.86851,2.2167025,64.98318,-4.9436264,74.39494,8.24946,79.61785,-4.544615,61.559475,-0.48367602,60.04298,bolero
11,18_Hoa Sứ Nhà Nàng - Thúy Huyền Bolero _MV HD_,0.25471565,0.09067648,0.25846437,0.004850645,1773.617800587123,290612.38391073636,2148.8962451027205,129847.85827040959,3814.435267965122,1555357.9695222015,0.06885691545327012,0.0012362780282021708,1.0677758e-06,0.05831869,7.171386e-05,0.004697215,143.5546875,-85.16102,1616.7701,111.22214,584.42926,4.1668653,260.15915,29.19267,262.69388,-7.097,227.12871,3.2450416,234.20956,0.08400686,143.01128,-2.1856024,104.865425,-8.178171,196.62508,18.721302,188.22807,-16.506577,192.97517,8.002034,120.38422,-6.256211,99.01937,1.640714,107.31537,0.66229236,102.46206,-3.3076768,110.78133,-2.5700812,92.45457,-0.47396067,100.40777,-5.080859,104.892586,1.6229103,119.22148,bolero
12,48_Nguoi Thuong Ke Nho,0.30450457,0.090738684,0.27903104,0.0032496655,2004.7492842550657,588895.1395953617,2371.306431929157,191925.59869495593,4530.680936925552,2490531.0744825806,0.07196366159539473,0.0019506546147428701,-1.423276e-06,0.051990516,-8.363022e-05,0.010002261,151.99908088235293,-62.141483,1751.7397,94.71866,916.39087,18.766161,411.68857,46.096245,301.48175,2.243243,227.85884,13.646877,135.83264,0.14371966,126.71679,7.4119463,127.27491,-8.660696,103.240326,1.4121414,151.984,2.2564049,103.83997,-1.4347365,85.00591,-3.910049,96.099014,8.037853,103.32903,-4.709338,66.602394,3.557215,62.858932,-2.9367526,85.42964,-4.1715207,64.56473,-2.3924537,83.96725,-4.374274,83.74386,bolero
13,100_Con Đò Lỡ Hẹn,0.24869892,0.09053952,0.18845098,0.0060546068,2600.760963615343,836521.3163523058,2576.840409882534,180098.6203707972,5426.888017683945,3010019.2128016003,0.11828329836251934,0.0065019162919984245,5.4208525e-05,0.027169539,-7.245804e-05,0.0063092145,135.99917763157896,-93.48175,2795.5034,74.61465,1023.1566,4.53079,574.408,19.528248,360.92007,-2.9972582,237.35323,-2.2306676,295.5526,2.5735767,241.4363,-6.633311,159.20473,-12.184576,255.1829,14.105469,176.47565,-15.900678,163.85786,3.6203818,143.88255,-9.715707,90.96662,-4.921553,119.846,-6.698097,123.46815,-9.129425,120.508224,-4.436076,98.53435,-0.32996067,142.10489,-1.9907238,229.57652,6.7912545,320.28668,bolero
14,65_Mùa xuân đó có em,0.29060423,0.08840922,0.27386788,0.004958961,1532.3322359896672,426952.1697666148,1972.0403228029745,231011.23196525793,3059.4190001118664,2344652.522227516,0.06410222009239551,0.0015688479925561349,-8.142835e-06,0.058941156,-0.00017455098,0.0075566364,95.703125,-77.31789,1948.4695,131.06012,861.90753,6.6074595,431.28845,23.295288,271.42932,1.375755,281.47952,3.3634448,152.99977,-2.8283474,130.15257,3.809757,130.08447,-14.198973,124.81233,2.8418849,122.34414,-2.7591374,109.85468,0.48223424,89.777306,-6.2888227,85.39245,1.0901977,83.928185,-9.328517,92.635124,0.7311918,96.659615,-6.063182,81.20104,-3.79896,73.196335,-1.3345811,88.046455,1.7603656,80.139595,bolero
15,37_Phút Cuối,0.26719958,0.08839957,0.19646159,0.0038727445,1997.7715604247305,582685.4513428571,2303.591463152684,256153.62652694242,4281.33244470177,3156991.4697463266,0.08337893648413312,0.00215453972742562,-1.3867922e-06,0.034003228,-9.5719215e-06,0.00291553,63.02400914634146,-99.60278,2912.4683,99.6746,1314.3768,8.247406,459.71817,29.438597,316.79504,0.70985013,218.71391,4.892285,205.48656,5.26993,165.83548,-5.0739503,176.09775,-8.864653,112.26449,0.49020112,178.49673,-7.493783,119.95641,1.2737155,100.10204,-8.795396,93.53677,-1.5219346,98.9254,-6.634671,103.12372,-1.7474949,130.66257,-2.8142996,143.67705,-4.0402694,118.016716,-4.7812004,102.75897,0.44708017,176.4699,bolero
16,89_Mai lỡ hai mình xa nhau,0.24653092,0.0915944,0.26128498,0.0047727693,1607.6425409513383,387699.93666594994,2112.225180845741,244981.04054682396,3340.550633480674,2569985.3068284574,0.06009808708639706,0.0011923571577371309,6.483349e-06,0.055648584,0.00013369997,0.006298974,161.4990234375,-95.29518,2287.4255,122.197754,968.69543,12.134463,413.4341,21.074806,268.88965,6.545091,263.84146,-0.24872053,210.73843,-1.1484214,131.33707,2.2668278,152.91489,-14.130642,176.99274,3.6722212,172.6961,-13.443049,208.81807,-0.9859588,125.95503,-5.3764787,129.29373,0.13242449,103.215965,-6.059387,90.71674,1.2069818,122.839806,-2.2495894,119.06908,-0.45854098,147.84602,-5.007966,140.67877,0.8869438,122.21458,bolero
17,90_Neu Mot Ngay,0.26411206,0.0890131,0.28501305,0.0060641975,1480.815970751252,489752.0340908783,2026.05166706666,411596.9620312808,3014.6776039903007,4160924.9963809936,0.05796809240760449,0.0008023514523330224,3.464271e-06,0.07193064,-1.5583935e-05,0.0050628763,172.265625,-100.69345,2759.0095,137.6859,1100.5347,14.499678,695.201,6.727349,356.36575,12.707657,233.47217,-0.6426061,189.97739,-5.986953,150.42079,9.310783,160.36226,-17.399809,156.67047,1.4548818,152.00043,-7.4731255,120.05006,2.8096642,139.5721,-1.6893061,114.435616,3.471626,123.80986,-1.1193545,94.97719,1.0855844,91.534935,-4.684905,108.01278,-3.230452,95.33378,-3.4116662,87.56975,-0.47958916,71.57341,bolero
18,10_Liên khúc_ Mưa,0.32301405,0.0925414,0.13948058,0.0014096359,2228.351658376928,717709.0693977706,2605.6244556919446,173038.01610343167,5092.7442048725325,3264012.6910126023,0.08316786444224071,0.0037739866810444773,0.004218685,0.013585604,0.003721299,0.0029519629,107.666015625,-113.14306,2779.4453,94.719406,914.9861,22.866838,331.40338,24.304775,312.77582,3.571125,182.32576,14.531687,107.63656,6.022245,118.87804,7.2758245,96.143684,-0.81452286,125.1249,13.353722,102.00139,-6.402761,74.954216,-1.9974108,81.09899,-6.8783674,69.55655,2.051303,62.520996,-0.8442236,56.873657,1.102001,65.67094,-5.344329,53.54835,2.019202,70.49549,-6.0553937,80.475395,-3.200712,77.4497,bolero
19,74_Tôi vẫn cô đơn,0.26610723,0.08916657,0.14158344,0.0010937698,1501.2233105693608,217399.6095324013,2005.0373274123624,204433.17054483455,3131.993561263424,1699286.8742100084,0.05688627733165635,0.00042380784458717304,2.1844214e-06,0.01483603,5.5636232e-05,0.0021548315,161.4990234375,-137.61345,1619.6521,128.91922,595.0314,4.482962,280.57742,25.114202,226.06032,1.2635355,209.14091,-1.6973625,121.86597,-1.5023606,90.11157,2.7543757,99.321205,-14.383786,119.051834,1.255078,113.160736,-7.9370255,104.53127,-0.3039277,87.795235,-4.056705,97.11997,0.998562,82.608734,-8.171269,67.744965,0.21053945,56.1284,-3.1403003,54.949303,-4.111907,61.881935,-4.699112,71.12612,0.12311679,73.20106,bolero
